id,registry,registration_date,start_date,has_prospective_registration
DRKS00003691,DRKS,2012-03-29,2008-02-19,FALSE
DRKS00004235,DRKS,2013-07-09,2013-01-10,FALSE
DRKS00004928,DRKS,2013-06-03,2013-06-01,TRUE
DRKS00004978,DRKS,2013-05-29,2013-05-31,TRUE
DRKS00005120,DRKS,2013-07-10,2013-07-12,TRUE
DRKS00005581,DRKS,2013-12-10,2013-12-20,TRUE
DRKS00006782,DRKS,2016-10-18,2014-10-01,FALSE
DRKS00008204,DRKS,2016-10-10,2015-06-18,FALSE
DRKS00008967,DRKS,2015-07-28,2014-07-28,FALSE
DRKS00008972,DRKS,2015-07-30,2010-10-01,FALSE
DRKS00009530,DRKS,2015-11-11,2015-10-23,FALSE
DRKS00010061,DRKS,2016-04-04,2016-04-01,TRUE
DRKS00010096,DRKS,2016-03-14,2015-03-16,FALSE
DRKS00011245,DRKS,2017-02-14,2014-10-23,FALSE
DRKS00000542,DRKS,2012-05-22,2012-04-27,FALSE
DRKS00003537,DRKS,2012-05-30,2011-12-16,FALSE
DRKS00004199,DRKS,2012-07-27,2012-11-01,TRUE
DRKS00004583,DRKS,2012-11-30,2012-12-19,TRUE
DRKS00004776,DRKS,2013-08-27,2013-10-28,TRUE
DRKS00005254,DRKS,2013-11-26,2013-12-01,TRUE
DRKS00005819,DRKS,2014-04-01,2014-04-11,TRUE
DRKS00008985,DRKS,2015-09-23,2014-04-23,FALSE
DRKS00009294,DRKS,2016-01-28,2011-01-30,FALSE
DRKS00009301,DRKS,2015-11-13,2015-11-11,TRUE
DRKS00009387,DRKS,2015-09-30,2013-04-02,FALSE
DRKS00009565,DRKS,2016-01-04,2013-02-18,FALSE
DRKS00011067,DRKS,2016-09-15,2016-02-10,FALSE
DRKS00011422,DRKS,2017-01-23,2015-07-01,FALSE
DRKS00013081,DRKS,2017-11-16,2014-02-04,FALSE
DRKS00013162,DRKS,2017-11-03,2013-03-12,FALSE
DRKS00005652,DRKS,2014-01-22,2014-02-03,TRUE
DRKS00005683,DRKS,2014-01-27,2014-02-03,TRUE
DRKS00006359,DRKS,2015-11-25,2015-03-17,FALSE
DRKS00010530,DRKS,2016-05-18,2015-11-24,FALSE
DRKS00010958,DRKS,2016-08-26,2015-11-02,FALSE
DRKS00011047,DRKS,2017-10-04,2016-11-11,FALSE
DRKS00000570,DRKS,2011-03-03,2011-04-26,TRUE
DRKS00006585,DRKS,2014-09-17,2013-10-01,FALSE
DRKS00011143,DRKS,2016-09-30,2016-10-10,TRUE
DRKS00013627,DRKS,2017-12-22,2015-06-01,FALSE
DRKS00000549,DRKS,2010-09-08,2010-02-03,FALSE
DRKS00004313,DRKS,2012-08-20,2005-11-24,FALSE
DRKS00004865,DRKS,2013-06-04,2013-06-01,TRUE
DRKS00005989,DRKS,2014-04-15,2014-04-03,TRUE
DRKS00007121,DRKS,2014-10-30,2015-01-13,TRUE
DRKS00009688,DRKS,2015-11-17,2009-10-01,FALSE
DRKS00013254,DRKS,2017-11-27,2012-01-19,FALSE
DRKS00006147,DRKS,2014-06-02,2014-07-30,TRUE
DRKS00006215,DRKS,2014-06-04,2014-12-15,TRUE
DRKS00003660,DRKS,2012-08-03,2012-09-01,TRUE
DRKS00003681,DRKS,2012-03-23,2012-04-17,TRUE
DRKS00005682,DRKS,2014-02-25,2009-10-05,FALSE
DRKS00006093,DRKS,2014-04-28,2014-05-02,TRUE
DRKS00006210,DRKS,2014-06-11,2013-10-16,FALSE
DRKS00006211,DRKS,2014-06-11,2013-04-30,FALSE
DRKS00006736,DRKS,2014-09-29,2014-10-07,TRUE
DRKS00007875,DRKS,2015-03-13,2015-03-15,TRUE
DRKS00009296,DRKS,2015-10-27,2015-11-09,TRUE
DRKS00009602,DRKS,2015-11-19,2012-12-03,FALSE
DRKS00009864,DRKS,2016-01-12,2014-04-01,FALSE
DRKS00009891,DRKS,2016-04-21,2016-06-15,TRUE
DRKS00010133,DRKS,2016-04-06,2016-03-09,FALSE
DRKS00010810,DRKS,2016-07-12,2011-03-18,FALSE
DRKS00011665,DRKS,2017-01-30,2015-05-01,FALSE
DRKS00004652,DRKS,2013-02-07,2012-12-28,FALSE
DRKS00004885,DRKS,2013-04-16,2013-11-11,TRUE
DRKS00005333,DRKS,2013-11-05,2013-10-31,FALSE
DRKS00005594,DRKS,2014-01-16,2014-06-30,TRUE
DRKS00006139,DRKS,2014-07-03,2014-08-12,TRUE
DRKS00009392,DRKS,2015-12-03,2016-02-01,TRUE
DRKS00004513,DRKS,2012-11-07,2012-11-10,TRUE
DRKS00009396,DRKS,2015-09-25,2013-03-26,FALSE
DRKS00009716,DRKS,2015-12-07,2013-01-15,FALSE
DRKS00010732,DRKS,2016-06-28,2008-11-05,FALSE
DRKS00012565,DRKS,2017-06-22,2017-07-05,TRUE
DRKS00013485,DRKS,2017-12-04,2016-11-15,FALSE
DRKS00003136,DRKS,2011-10-11,2011-11-07,TRUE
DRKS00006217,DRKS,2014-06-05,2014-06-01,TRUE
DRKS00006349,DRKS,2014-07-17,2014-07-25,TRUE
DRKS00006882,DRKS,2014-10-21,2014-10-15,TRUE
DRKS00007770,DRKS,2015-05-13,2015-06-01,TRUE
DRKS00010439,DRKS,2016-05-18,2013-05-01,FALSE
DRKS00011054,DRKS,2017-01-16,2016-02-10,FALSE
DRKS00011275,DRKS,2016-11-16,2013-03-22,FALSE
DRKS00011332,DRKS,2016-12-05,2013-04-14,FALSE
DRKS00011648,DRKS,2017-02-02,2016-02-15,FALSE
DRKS00011721,DRKS,2017-02-14,2014-08-24,FALSE
DRKS00013233,DRKS,2017-11-06,2014-10-01,FALSE
DRKS00003476,DRKS,2012-01-05,2012-08-02,TRUE
DRKS00005802,DRKS,2014-02-24,2014-02-25,TRUE
DRKS00007689,DRKS,2015-01-14,2015-03-09,TRUE
DRKS00008197,DRKS,2015-06-02,2015-06-09,TRUE
DRKS00010728,DRKS,2016-06-22,2013-03-06,FALSE
DRKS00012695,DRKS,2017-07-18,2014-10-22,FALSE
DRKS00000623,DRKS,2011-03-21,2011-08-10,TRUE
DRKS00003979,DRKS,2012-07-03,2012-10-29,TRUE
DRKS00005241,DRKS,2013-09-02,2013-11-01,TRUE
DRKS00009775,DRKS,2017-01-17,2013-01-21,FALSE
DRKS00010089,DRKS,2016-02-24,2016-09-12,TRUE
DRKS00010915,DRKS,2016-09-15,2016-11-17,TRUE
DRKS00011920,DRKS,2017-06-01,2016-03-23,FALSE
DRKS00012927,DRKS,2017-09-07,2017-09-18,TRUE
DRKS00003347,DRKS,2011-11-22,2011-12-23,TRUE
DRKS00010030,DRKS,2016-03-18,2015-07-05,FALSE
DRKS00010134,DRKS,2016-03-03,2015-12-08,FALSE
DRKS00004835,DRKS,2013-03-19,2011-05-02,FALSE
DRKS00004841,DRKS,2013-04-05,2012-01-02,FALSE
DRKS00008927,DRKS,2015-11-02,2016-04-08,TRUE
DRKS00009979,DRKS,2016-02-02,2010-11-01,FALSE
DRKS00008002,DRKS,2015-04-10,2014-07-29,FALSE
DRKS00007817,DRKS,2015-02-16,2013-07-10,FALSE
DRKS00005258,DRKS,2013-08-29,2013-07-26,FALSE
DRKS00011525,DRKS,2017-01-02,2013-03-27,FALSE
DRKS00005421,DRKS,2013-11-08,2013-02-01,FALSE
DRKS00011658,DRKS,2017-01-25,2017-01-26,TRUE
DRKS00003610,DRKS,2012-04-05,2012-04-26,TRUE
DRKS00010912,DRKS,2016-08-01,2014-08-21,FALSE
DRKS00011570,DRKS,2017-01-25,2015-04-23,FALSE
DRKS00008755,DRKS,2016-07-05,2014-09-22,FALSE
DRKS00009546,DRKS,2015-11-09,2015-04-20,FALSE
DRKS00011552,DRKS,2017-01-23,2017-01-03,TRUE
DRKS00011584,DRKS,2017-02-20,2017-03-28,TRUE
DRKS00012665,DRKS,2017-09-06,2017-08-21,FALSE
DRKS00005444,DRKS,2014-02-12,2013-11-30,FALSE
DRKS00000689,DRKS,2011-01-19,2011-04-04,TRUE
DRKS00003133,DRKS,2011-06-14,2012-11-16,TRUE
DRKS00005795,DRKS,2014-02-19,2014-03-03,TRUE
DRKS00011539,DRKS,2017-01-03,2016-12-07,FALSE
DRKS00009437,DRKS,2015-12-08,2015-05-28,FALSE
DRKS00010395,DRKS,2016-04-14,2016-05-19,TRUE
DRKS00010871,DRKS,2016-07-29,2016-09-01,TRUE
DRKS00004349,DRKS,2012-08-28,2012-09-07,TRUE
DRKS00010032,DRKS,2016-02-22,2014-04-28,FALSE
DRKS00010655,DRKS,2016-06-21,2016-06-20,TRUE
DRKS00000802,DRKS,2011-05-10,2011-05-03,TRUE
DRKS00002698,DRKS,2013-11-06,2011-02-22,FALSE
DRKS00003094,DRKS,2011-06-09,2011-07-01,TRUE
DRKS00004909,DRKS,2013-05-13,2013-05-13,TRUE
DRKS00005488,DRKS,2014-02-04,2014-02-10,TRUE
DRKS00005715,DRKS,2014-05-05,2014-09-30,TRUE
DRKS00006126,DRKS,2014-05-19,2014-05-20,TRUE
DRKS00006129,DRKS,2014-05-12,2014-05-12,TRUE
DRKS00006303,DRKS,2014-12-19,2015-09-10,TRUE
DRKS00008829,DRKS,2015-06-22,2015-06-29,TRUE
DRKS00008849,DRKS,2015-06-25,2015-07-13,TRUE
DRKS00008925,DRKS,2015-09-01,2014-11-01,FALSE
DRKS00008953,DRKS,2015-08-24,2015-12-02,TRUE
DRKS00010457,DRKS,2016-04-28,2016-06-02,TRUE
DRKS00010976,DRKS,2016-08-16,2016-08-16,TRUE
DRKS00009746,DRKS,2016-02-10,2014-03-24,FALSE
DRKS00010428,DRKS,2017-04-07,2014-10-01,FALSE
DRKS00005740,DRKS,2014-03-14,2011-04-12,FALSE
DRKS00010661,DRKS,2016-06-20,2016-06-20,TRUE
DRKS00010710,DRKS,2016-06-23,2016-06-27,TRUE
DRKS00012259,DRKS,2017-04-25,2017-04-26,TRUE
DRKS00000635,DRKS,2010-12-10,2011-01-31,TRUE
DRKS00005338,DRKS,2014-05-19,2014-02-11,FALSE
DRKS00005485,DRKS,2014-05-07,2015-02-09,TRUE
DRKS00007652,DRKS,2015-01-27,2014-11-07,FALSE
DRKS00010458,DRKS,2016-05-04,2014-03-03,FALSE
DRKS00005346,DRKS,2013-10-04,2013-10-07,TRUE
DRKS00004737,DRKS,2013-05-03,2013-05-06,TRUE
DRKS00003349,DRKS,2012-10-04,2013-05-01,TRUE
DRKS00010270,DRKS,2016-06-28,2015-06-01,FALSE
DRKS00000156,DRKS,2011-10-24,2012-05-10,TRUE
DRKS00005182,DRKS,2013-08-09,2013-09-04,TRUE
DRKS00005455,DRKS,2015-03-26,2013-12-12,FALSE
DRKS00006178,DRKS,2014-05-20,2014-08-08,TRUE
DRKS00009241,DRKS,2016-02-03,2016-02-03,TRUE
DRKS00003527,DRKS,2012-03-07,2012-09-10,TRUE
DRKS00005949,DRKS,2016-06-01,2014-03-03,FALSE
DRKS00006734,DRKS,2014-09-10,2014-11-03,TRUE
DRKS00006766,DRKS,2016-08-09,2014-10-01,FALSE
DRKS00007163,DRKS,2016-05-19,2015-02-23,FALSE
DRKS00003217,DRKS,2011-08-22,2011-11-07,TRUE
DRKS00007930,DRKS,2015-05-05,2015-04-01,FALSE
DRKS00011171,DRKS,2017-03-13,2012-03-01,FALSE
DRKS00004328,DRKS,2012-08-22,2012-08-21,TRUE
DRKS00007976,DRKS,2015-04-13,2015-04-30,TRUE
DRKS00005432,DRKS,2014-03-14,2014-06-04,TRUE
DRKS00012248,DRKS,2017-04-26,2015-10-02,FALSE
DRKS00004944,DRKS,2013-05-02,2013-11-08,TRUE
DRKS00005039,DRKS,2013-08-23,2010-12-17,FALSE
DRKS00005271,DRKS,2013-10-15,2013-06-19,FALSE
DRKS00006275,DRKS,2014-11-24,2014-11-24,TRUE
DRKS00009733,DRKS,2016-01-15,2016-01-25,TRUE
DRKS00010714,DRKS,2016-06-22,2014-09-16,FALSE
DRKS00011526,DRKS,2017-02-14,2017-01-09,FALSE
DRKS00012736,DRKS,2017-07-13,2017-07-12,TRUE
DRKS00004757,DRKS,2014-07-30,2014-01-01,FALSE
DRKS00007147,DRKS,2015-03-31,2015-06-19,TRUE
DRKS00009346,DRKS,2015-09-10,2015-10-01,TRUE
DRKS00010441,DRKS,2016-05-18,2014-09-02,FALSE
DRKS00011644,DRKS,2017-02-06,2010-01-19,FALSE
DRKS00000566,DRKS,2010-11-23,2011-03-07,TRUE
DRKS00007141,DRKS,2014-11-13,2014-11-01,TRUE
DRKS00007860,DRKS,2015-12-09,2016-01-15,TRUE
DRKS00008914,DRKS,2015-09-11,2015-09-18,TRUE
DRKS00008832,DRKS,2015-06-24,2015-08-03,TRUE
DRKS00010175,DRKS,2016-03-16,2016-04-04,TRUE
DRKS00013008,DRKS,2017-09-13,2017-09-07,TRUE
NCT01456702,ClinicalTrials.gov,2011-09-29,2014-10-31,TRUE
NCT01782365,ClinicalTrials.gov,2013-01-31,2013-08-08,TRUE
NCT01924338,ClinicalTrials.gov,2013-08-12,2013-09-30,TRUE
NCT01630434,ClinicalTrials.gov,2012-06-25,2011-11-30,FALSE
NCT00263419,ClinicalTrials.gov,2005-12-07,2005-01-31,FALSE
NCT00890253,ClinicalTrials.gov,2009-04-28,2010-01-31,TRUE
NCT00647049,ClinicalTrials.gov,2008-03-26,2007-01-31,FALSE
NCT00615264,ClinicalTrials.gov,2008-02-04,2005-09-30,FALSE
NCT00998907,ClinicalTrials.gov,2009-10-20,2009-09-30,FALSE
NCT01153139,ClinicalTrials.gov,2010-04-23,2010-04-30,TRUE
NCT02293746,ClinicalTrials.gov,2014-11-12,2014-06-30,FALSE
NCT01500330,ClinicalTrials.gov,2011-12-22,2012-01-31,TRUE
NCT01673763,ClinicalTrials.gov,2011-10-17,2010-07-31,FALSE
NCT01899456,ClinicalTrials.gov,2013-07-10,2013-07-31,TRUE
NCT01803295,ClinicalTrials.gov,2013-02-21,2013-06-30,TRUE
NCT00466102,ClinicalTrials.gov,2007-04-25,2006-12-31,FALSE
NCT00953264,ClinicalTrials.gov,2009-08-05,2007-12-31,FALSE
NCT02519101,ClinicalTrials.gov,2015-08-01,2015-06-30,FALSE
NCT02304965,ClinicalTrials.gov,2014-11-21,2014-11-30,TRUE
NCT01412190,ClinicalTrials.gov,2011-06-30,2009-04-30,FALSE
NCT02300337,ClinicalTrials.gov,2014-11-20,2014-11-30,TRUE
NCT00542048,ClinicalTrials.gov,2007-10-09,2007-11-30,TRUE
NCT00650143,ClinicalTrials.gov,2008-03-27,2008-03-31,TRUE
NCT01433523,ClinicalTrials.gov,2011-08-26,2011-08-31,TRUE
NCT00886704,ClinicalTrials.gov,2009-04-21,2009-04-30,TRUE
NCT01072305,ClinicalTrials.gov,2010-02-18,2009-02-28,FALSE
NCT00850382,ClinicalTrials.gov,2009-02-23,2009-06-30,TRUE
NCT01388231,ClinicalTrials.gov,2011-06-08,2010-09-30,FALSE
NCT01656928,ClinicalTrials.gov,2012-07-27,2008-09-30,FALSE
NCT02772146,ClinicalTrials.gov,2016-05-09,2016-05-11,TRUE
NCT01434589,ClinicalTrials.gov,2011-09-08,2012-01-31,TRUE
NCT00919958,ClinicalTrials.gov,2009-06-10,2009-06-30,TRUE
NCT01785186,ClinicalTrials.gov,2012-12-17,2013-04-30,TRUE
NCT01598649,ClinicalTrials.gov,2012-05-09,2012-06-30,TRUE
NCT02099968,ClinicalTrials.gov,2014-03-26,2014-04-30,TRUE
NCT02262949,ClinicalTrials.gov,2014-09-25,2014-09-30,TRUE
NCT00996554,ClinicalTrials.gov,2009-10-14,2004-01-31,FALSE
NCT01584180,ClinicalTrials.gov,2012-04-21,2012-01-31,FALSE
NCT00544583,ClinicalTrials.gov,2007-10-15,2007-11-30,TRUE
NCT00533221,ClinicalTrials.gov,2007-09-12,2007-10-31,TRUE
NCT01601496,ClinicalTrials.gov,2012-04-23,2009-10-26,FALSE
NCT02787122,ClinicalTrials.gov,2016-03-03,2014-01-01,FALSE
NCT01795053,ClinicalTrials.gov,2012-08-24,2012-02-29,FALSE
NCT02532881,ClinicalTrials.gov,2015-07-30,2015-08-31,TRUE
NCT00187278,ClinicalTrials.gov,2005-09-13,2003-05-31,FALSE
NCT00170274,ClinicalTrials.gov,2005-09-12,2000-08-31,FALSE
NCT02090686,ClinicalTrials.gov,2014-03-17,2014-03-31,TRUE
NCT00752336,ClinicalTrials.gov,2008-09-12,2002-01-31,FALSE
NCT02118779,ClinicalTrials.gov,2014-04-11,2014-04-02,TRUE
NCT01619657,ClinicalTrials.gov,2012-06-12,2012-06-30,TRUE
NCT01905254,ClinicalTrials.gov,2013-07-01,2007-08-31,FALSE
NCT01947595,ClinicalTrials.gov,2013-06-25,2012-03-31,FALSE
NCT01338922,ClinicalTrials.gov,2011-04-07,2011-04-30,TRUE
NCT01352702,ClinicalTrials.gov,2011-05-11,2011-05-31,TRUE
NCT02436083,ClinicalTrials.gov,2015-03-09,2007-07-31,FALSE
NCT00180089,ClinicalTrials.gov,2005-09-09,2004-01-31,FALSE
NCT02420145,ClinicalTrials.gov,2015-04-09,2015-04-30,TRUE
NCT01148264,ClinicalTrials.gov,2010-06-21,2010-07-31,TRUE
NCT01729234,ClinicalTrials.gov,2012-11-14,2012-10-31,FALSE
NCT02019134,ClinicalTrials.gov,2013-12-18,2014-03-31,TRUE
NCT02002871,ClinicalTrials.gov,2013-12-02,2013-10-31,FALSE
NCT01317290,ClinicalTrials.gov,2011-03-16,2012-02-29,TRUE
NCT02077309,ClinicalTrials.gov,2014-02-28,2014-08-31,TRUE
NCT02478021,ClinicalTrials.gov,2015-06-11,2014-09-30,FALSE
NCT02594345,ClinicalTrials.gov,2015-10-30,2015-10-31,TRUE
NCT02104882,ClinicalTrials.gov,2014-03-26,2014-03-31,TRUE
NCT01770990,ClinicalTrials.gov,2013-01-08,2012-09-30,FALSE
NCT01941550,ClinicalTrials.gov,2013-07-22,2013-07-31,TRUE
NCT02413957,ClinicalTrials.gov,2015-01-12,2015-01-31,TRUE
NCT02820519,ClinicalTrials.gov,2016-06-14,2016-06-07,TRUE
NCT02004847,ClinicalTrials.gov,2013-11-19,2013-09-30,FALSE
NCT00776633,ClinicalTrials.gov,2008-10-20,2008-09-30,FALSE
NCT02096562,ClinicalTrials.gov,2013-11-11,2013-07-31,FALSE
NCT01894113,ClinicalTrials.gov,2013-07-02,2012-01-31,FALSE
NCT02794298,ClinicalTrials.gov,2016-04-05,2016-04-30,TRUE
NCT01281878,ClinicalTrials.gov,2011-01-20,2010-12-31,FALSE
NCT01253096,ClinicalTrials.gov,2010-12-02,2010-04-30,FALSE
NCT03146832,ClinicalTrials.gov,2017-04-18,2017-04-01,TRUE
NCT01538316,ClinicalTrials.gov,2012-02-20,2012-03-31,TRUE
NCT01186783,ClinicalTrials.gov,2010-08-17,2010-05-31,FALSE
NCT01137305,ClinicalTrials.gov,2010-06-02,2008-06-30,FALSE
NCT02963298,ClinicalTrials.gov,2016-10-11,2016-10-31,TRUE
NCT03120156,ClinicalTrials.gov,2017-03-30,2017-07-01,TRUE
NCT00865982,ClinicalTrials.gov,2009-03-19,2008-09-30,FALSE
NCT01475669,ClinicalTrials.gov,2011-11-17,2012-01-31,TRUE
NCT01676246,ClinicalTrials.gov,2012-08-28,2008-05-31,FALSE
NCT01060423,ClinicalTrials.gov,2010-01-27,2010-02-28,TRUE
NCT01683240,ClinicalTrials.gov,2012-07-06,2011-02-28,FALSE
NCT02345278,ClinicalTrials.gov,2015-01-19,2015-05-31,TRUE
NCT02585882,ClinicalTrials.gov,2015-10-22,2012-03-31,FALSE
NCT00720850,ClinicalTrials.gov,2008-07-17,2008-04-30,FALSE
NCT02058810,ClinicalTrials.gov,2014-02-06,2010-09-30,FALSE
NCT00055874,ClinicalTrials.gov,2003-03-06,2002-06-30,FALSE
NCT02365350,ClinicalTrials.gov,2015-02-06,2015-01-31,FALSE
NCT02509728,ClinicalTrials.gov,2015-07-22,2015-07-31,TRUE
NCT01839084,ClinicalTrials.gov,2013-04-09,2013-07-31,TRUE
NCT03011463,ClinicalTrials.gov,2017-01-02,2016-11-30,FALSE
NCT02920164,ClinicalTrials.gov,2016-09-28,2012-04-30,FALSE
NCT02008721,ClinicalTrials.gov,2013-12-08,2014-01-31,TRUE
NCT02727140,ClinicalTrials.gov,2016-03-23,2016-05-31,TRUE
NCT02720952,ClinicalTrials.gov,2016-03-16,2015-03-31,FALSE
NCT03231839,ClinicalTrials.gov,2017-07-24,2009-02-01,FALSE
NCT02672553,ClinicalTrials.gov,2015-11-06,2012-05-31,FALSE
NCT02380937,ClinicalTrials.gov,2015-02-16,2015-01-31,FALSE
NCT00599547,ClinicalTrials.gov,2008-01-11,2002-11-30,FALSE
NCT02857660,ClinicalTrials.gov,2016-07-28,2016-08-31,TRUE
NCT01129999,ClinicalTrials.gov,2010-05-24,2010-09-30,TRUE
NCT00841256,ClinicalTrials.gov,2008-04-22,2008-02-29,FALSE
NCT01078142,ClinicalTrials.gov,2010-02-18,2010-02-02,TRUE
NCT01011322,ClinicalTrials.gov,2009-11-10,2009-12-31,TRUE
NCT00434161,ClinicalTrials.gov,2007-02-08,2006-12-31,FALSE
NCT03230422,ClinicalTrials.gov,2017-07-23,2017-07-24,TRUE
NCT00902941,ClinicalTrials.gov,2009-05-13,2009-05-31,TRUE
NCT01272557,ClinicalTrials.gov,2011-01-06,2010-12-31,FALSE
NCT02424552,ClinicalTrials.gov,2015-04-14,2015-06-26,TRUE
NCT00523393,ClinicalTrials.gov,2007-08-29,2007-08-31,TRUE
NCT03265899,ClinicalTrials.gov,2017-08-18,2015-07-01,FALSE
NCT02029131,ClinicalTrials.gov,2014-01-03,2014-01-31,TRUE
NCT02367495,ClinicalTrials.gov,2015-02-13,2015-01-31,FALSE
NCT01377025,ClinicalTrials.gov,2011-06-14,2011-06-30,TRUE
NCT01404910,ClinicalTrials.gov,2011-07-26,2013-05-31,TRUE
NCT01669109,ClinicalTrials.gov,2012-08-16,2012-09-30,TRUE
NCT00897897,ClinicalTrials.gov,2009-05-11,2009-04-30,FALSE
NCT01178437,ClinicalTrials.gov,2010-07-29,2009-08-31,FALSE
NCT01435057,ClinicalTrials.gov,2011-05-11,2011-04-30,FALSE
NCT01607775,ClinicalTrials.gov,2012-05-22,2009-02-28,FALSE
NCT02234609,ClinicalTrials.gov,2014-08-25,2012-09-30,FALSE
NCT01200472,ClinicalTrials.gov,2010-04-08,2010-08-31,TRUE
NCT00554151,ClinicalTrials.gov,2007-11-02,2007-07-31,FALSE
NCT03854942,ClinicalTrials.gov,2019-02-18,2011-08-30,FALSE
NCT01635660,ClinicalTrials.gov,2012-07-04,2011-10-31,FALSE
NCT00905944,ClinicalTrials.gov,2009-05-19,2009-12-31,TRUE
NCT02207309,ClinicalTrials.gov,2014-07-31,2015-06-22,TRUE
NCT00368953,ClinicalTrials.gov,2006-08-28,2006-09-30,TRUE
NCT01614301,ClinicalTrials.gov,2012-06-05,2012-05-31,FALSE
NCT01210729,ClinicalTrials.gov,2010-09-27,2010-09-30,TRUE
NCT02398877,ClinicalTrials.gov,2015-03-09,2013-02-28,FALSE
NCT03085251,ClinicalTrials.gov,2017-03-15,2017-03-16,TRUE
NCT03519698,ClinicalTrials.gov,2018-01-12,2015-12-15,FALSE
NCT01836848,ClinicalTrials.gov,2013-04-17,2013-06-30,TRUE
NCT01548677,ClinicalTrials.gov,2012-03-05,2013-04-30,TRUE
NCT02790073,ClinicalTrials.gov,2016-05-25,2016-05-31,TRUE
NCT02517801,ClinicalTrials.gov,2015-07-08,2015-01-31,FALSE
NCT01879839,ClinicalTrials.gov,2013-06-13,2013-07-31,TRUE
NCT01473966,ClinicalTrials.gov,2011-11-10,2011-11-30,TRUE
NCT01409850,ClinicalTrials.gov,2011-08-03,2010-07-31,FALSE
NCT02586181,ClinicalTrials.gov,2015-10-21,2009-08-31,FALSE
NCT02345447,ClinicalTrials.gov,2015-01-19,2013-10-31,FALSE
NCT00899964,ClinicalTrials.gov,2009-05-05,2009-05-31,TRUE
NCT02144870,ClinicalTrials.gov,2014-04-14,2013-11-30,FALSE
NCT02084381,ClinicalTrials.gov,2014-02-07,2014-02-28,TRUE
NCT02345135,ClinicalTrials.gov,2015-01-19,2012-09-30,FALSE
NCT00989352,ClinicalTrials.gov,2009-10-02,2009-09-30,FALSE
NCT01601769,ClinicalTrials.gov,2012-05-14,2011-04-30,FALSE
NCT02867969,ClinicalTrials.gov,2016-08-11,2016-08-31,TRUE
NCT01079442,ClinicalTrials.gov,2010-03-01,2010-03-31,TRUE
NCT00682305,ClinicalTrials.gov,2008-05-16,2007-03-31,FALSE
NCT02312674,ClinicalTrials.gov,2014-11-07,2015-01-31,TRUE
NCT02035709,ClinicalTrials.gov,2013-12-04,2013-12-31,TRUE
NCT01835678,ClinicalTrials.gov,2013-03-18,2012-10-31,FALSE
NCT01400022,ClinicalTrials.gov,2011-07-21,2010-08-31,FALSE
NCT00626548,ClinicalTrials.gov,2008-01-24,2008-01-31,TRUE
NCT01241968,ClinicalTrials.gov,2010-11-15,2009-06-30,FALSE
NCT01215266,ClinicalTrials.gov,2010-10-01,2006-10-31,FALSE
NCT02679677,ClinicalTrials.gov,2016-01-18,2015-04-30,FALSE
NCT00605748,ClinicalTrials.gov,2008-01-18,2007-12-31,FALSE
NCT00915252,ClinicalTrials.gov,2009-06-03,2009-07-31,TRUE
NCT01919632,ClinicalTrials.gov,2013-07-05,2009-10-31,FALSE
NCT01645150,ClinicalTrials.gov,2012-06-11,2012-05-31,FALSE
NCT03157622,ClinicalTrials.gov,2015-11-10,2015-06-30,FALSE
NCT01553838,ClinicalTrials.gov,2012-03-01,2012-01-31,FALSE
NCT01101139,ClinicalTrials.gov,2010-04-08,2010-04-30,TRUE
NCT02771015,ClinicalTrials.gov,2015-09-08,2014-08-31,FALSE
NCT00751465,ClinicalTrials.gov,2008-09-11,2008-11-30,TRUE
NCT01799798,ClinicalTrials.gov,2013-02-14,2013-02-28,TRUE
NCT00650078,ClinicalTrials.gov,2008-03-28,2008-03-31,TRUE
NCT00867672,ClinicalTrials.gov,2009-03-23,2011-08-31,TRUE
NCT00811668,ClinicalTrials.gov,2008-12-18,2008-05-31,FALSE
NCT01352325,ClinicalTrials.gov,2011-05-04,2011-02-28,FALSE
NCT00543686,ClinicalTrials.gov,2007-10-11,2007-08-31,FALSE
NCT01703832,ClinicalTrials.gov,2012-10-08,2012-10-31,TRUE
NCT01167075,ClinicalTrials.gov,2010-07-21,2006-02-28,FALSE
NCT01833052,ClinicalTrials.gov,2013-04-10,2013-04-30,TRUE
NCT01475396,ClinicalTrials.gov,2011-11-07,2006-03-31,FALSE
NCT02040324,ClinicalTrials.gov,2014-01-15,2009-11-30,FALSE
NCT01168557,ClinicalTrials.gov,2010-07-22,2010-07-31,TRUE
NCT00923793,ClinicalTrials.gov,2009-06-17,2009-06-30,TRUE
NCT01165671,ClinicalTrials.gov,2010-07-13,2010-07-31,TRUE
NCT01798771,ClinicalTrials.gov,2013-02-22,2013-03-31,TRUE
NCT00941213,ClinicalTrials.gov,2009-06-15,2009-12-31,TRUE
NCT00998556,ClinicalTrials.gov,2009-10-19,2010-06-30,TRUE
NCT01049607,ClinicalTrials.gov,2010-01-13,2010-01-31,TRUE
NCT02291562,ClinicalTrials.gov,2014-11-11,2014-07-31,FALSE
NCT01377558,ClinicalTrials.gov,2011-06-09,2011-04-30,FALSE
NCT00902889,ClinicalTrials.gov,2009-05-14,2009-05-31,TRUE
NCT00670254,ClinicalTrials.gov,2008-04-29,2009-01-31,TRUE
NCT00783120,ClinicalTrials.gov,2008-10-30,2008-01-31,FALSE
NCT01634958,ClinicalTrials.gov,2012-07-03,2012-10-31,TRUE
