nct_id,start_date,study_first_submitted_date,study_first_submitted_qc_date,has_prospective_registration,nlm_download_date_description,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_date_type,verification_date,completion_date_type,completion_date,primary_completion_date_type,primary_completion_date,updated_at,start_month_year,verification_month_year,completion_month_year,primary_completion_month_year,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry,were_results_reported,days_compl_to_summary,days_reg_to_start,summary_result_12_month,summary_result_24_month
NCT03657953,2006-01-01,2018-08-14,2018-09-03,FALSE,NA,NA,NA,2018-09-03,2018-09-05,ACTUAL,NA,NA,NA,NA,NA,NA,2018-09-03,2018-09-05,ACTUAL,ACTUAL,2018-09-30,ACTUAL,2015-09-30,ACTUAL,2015-06-30,2024-09-26T07:05:21Z,2006-01-01,2018-09,2015-09-30,2015-06-30,NA,INTERVENTIONAL,NA,NA,Outcomes 8 Years After Minimal Invasive THA,Patient-relevant Outcomes 8 Years After Minimally Invasive Total Hip Replacement - a Randomized Prospective Study,COMPLETED,NA,NA,157,ACTUAL,Technische Universität Dresden,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-26T07:05:21Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-4608,FALSE,FALSE
NCT01025050,2009-12-31,2009-11-25,2009-12-02,TRUE,NA,NA,NA,2011-06-08,2009-12-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2011-06-08,2011-06-09,ESTIMATED,NA,2011-06-30,ACTUAL,2010-12-31,ACTUAL,2010-05-31,2024-09-26T07:05:21Z,2009-12,2011-06,2010-12,2010-05,NA,INTERVENTIONAL,NA,NA,Intrastromal Presbyopia Correction by Means of a Femtosecond Laser,Intrastromal Presbyopia Correction by Means of a Femtosecond Laser,COMPLETED,NA,PHASE3,58,ACTUAL,Technolas Perfect Vision GmbH,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:05:21Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,36,FALSE,FALSE
NCT01523938,2012-03-31,2012-01-30,2012-01-30,TRUE,NA,NA,NA,2016-08-09,2012-02-01,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-08-09,2016-08-10,ESTIMATED,NA,2016-08-31,ACTUAL,2016-07-31,ACTUAL,2014-04-30,2024-09-26T08:53:26Z,2012-03,2016-08,2016-07,2014-04,NA,INTERVENTIONAL,HYPNOC,NA,Influence of Perioperative Hypnotherapy on Postoperative Improvement in Cognitive Performance,Influence of Perioperative Hypnotherapy on Postoperative Improvement in Cognitive Performance. A Randomized-controlled Open Clinical Monocentric Interventional Study.,TERMINATED,NA,NA,72,ACTUAL,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T08:53:26Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,61,FALSE,FALSE
NCT03093571,2015-04-30,2017-03-23,2017-03-23,FALSE,NA,NA,NA,2017-03-27,2017-03-28,ACTUAL,NA,NA,NA,NA,NA,NA,2017-03-27,2017-03-29,ACTUAL,ACTUAL,2017-03-31,ACTUAL,2015-07-31,ACTUAL,2015-07-31,2024-09-26T17:05:43Z,2015-04,2017-03,2015-07,2015-07,NA,INTERVENTIONAL,AAvsPMR,NA,Auricular Stimulation vs. Relaxation for Pre-exam Anxiety,Auricular Acupuncture vs. Progressive Muscle Relaxation in Treatment of Pre-exam Anxiety - Randomised Crossover Study in Medical Students,COMPLETED,NA,NA,47,ACTUAL,University Medicine Greifswald,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,UNDECIDED,NA,2024-09-26T17:05:43Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-693,FALSE,FALSE
NCT02051660,2013-03-31,2014-01-29,2014-01-29,FALSE,NA,NA,NA,2019-05-23,2014-01-31,ESTIMATED,NA,NA,NA,NA,NA,NA,2019-05-23,2019-05-24,ACTUAL,ACTUAL,2019-05-31,ACTUAL,2017-12-31,ACTUAL,2017-06-30,2024-09-25T20:56:28Z,2013-03,2019-05,2017-12,2017-06,NA,INTERVENTIONAL,NA,NA,German Evaluation of the Effectiveness of the Psychological Intervention Managing Cancer and Living Meaningfully (CALM),German Randomized Controlled Trial of the Psychotherapeutic Intervention for Advanced Cancer Patients: Managing Cancer and Living Meaningfully (CALM),COMPLETED,NA,NA,206,ACTUAL,University of Leipzig,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T20:56:28Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-304,FALSE,FALSE
NCT03505775,2017-02-14,2018-04-12,2018-04-12,FALSE,NA,NA,NA,2018-04-12,2018-04-23,ACTUAL,NA,NA,NA,NA,NA,NA,2018-04-12,2018-04-23,ACTUAL,ACTUAL,2018-04-30,ACTUAL,2017-10-31,ACTUAL,2017-10-31,2024-09-26T07:11:22Z,2017-02-14,2018-04,2017-10-31,2017-10-31,NA,INTERVENTIONAL,NA,NA,Evaluation of the Muscular and Cutaneous Sodium Storage by 23Na MRI in Patients With Chronic Adrenal Insufficiency,Evaluation of the Muscular and Cutaneous Sodium Storage by 23Na Magnetic Resonance Imaging in Patients With Chronic Adrenal Insufficiency Compared to Healthy Subjects,COMPLETED,NA,NA,32,ACTUAL,Wuerzburg University Hospital,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:11:22Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-422,FALSE,FALSE
NCT02526342,2015-08-01,2015-08-02,2015-08-15,TRUE,NA,NA,NA,2023-01-21,2015-08-18,ESTIMATED,NA,NA,NA,NA,NA,NA,2023-01-21,2023-01-25,ACTUAL,ACTUAL,2023-01-31,ACTUAL,2016-07-18,ACTUAL,2016-07-18,2024-09-25T07:17:43Z,2015-08-01,2023-01,2016-07-18,2016-07-18,NA,INTERVENTIONAL,NA,NA,Impact of Negative Pressure Wound Therapy on Free Muscle Flaps,Impact of Negative Pressure Wound Therapy on Free Muscle Flaps,COMPLETED,NA,NA,26,ACTUAL,Klinik Bogenhausen,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T07:17:43Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1,FALSE,FALSE
NCT00369018,2006-08-31,2006-08-28,2006-08-28,TRUE,NA,NA,NA,2010-11-26,2006-08-29,ESTIMATED,NA,NA,NA,NA,NA,NA,2010-11-26,2010-11-30,ESTIMATED,NA,2010-11-30,ACTUAL,2009-07-31,ACTUAL,2009-07-31,2024-09-26T07:11:22Z,2006-08,2010-11,2009-07,2009-07,NA,INTERVENTIONAL,NA,NA,A Dose-finding Study of MAL and HAL Photodynamic Therapy of Cervical Premalignant Lesions.,Methyl Aminolevulinate (MAL) and Hexaminolevulinate (HAL) Photodynamic Therapy (PDT)of Cervical Intraepithelial Lesions (SIL) - a Double-blind Dose-finding Study,COMPLETED,NA,PHASE1/PHASE2,96,ESTIMATED,Photocure,NA,6,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:11:22Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,3,FALSE,FALSE
NCT01767220,2012-11-30,2013-01-07,2013-01-11,FALSE,NA,NA,NA,2014-01-29,2013-01-14,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-01-29,2014-01-30,ESTIMATED,NA,2013-01-31,ESTIMATED,2014-11-30,ESTIMATED,2014-11-30,2024-09-26T07:11:22Z,2012-11,2013-01,2014-11,2014-11,NA,INTERVENTIONAL,VTeee,NA,Endo- and Epicardial vs. Endocardial Ablation of Ventricular Tachycardia in Patients With Cardiac Disease,Primary Endo- and Epicardial vs. Endocardial Ablation of Sustained Ventricular Tachycardia in Patients With Underlying Cardiac Disease (VTeee),UNKNOWN,RECRUITING,NA,40,ESTIMATED,University of Rostock,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:11:22Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-38,FALSE,FALSE
NCT02480608,2004-04-30,2015-06-10,2015-06-23,FALSE,NA,NA,NA,2015-06-23,2015-06-24,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-06-23,2015-06-24,ESTIMATED,NA,2015-06-30,ACTUAL,2013-05-31,ACTUAL,2011-08-31,2024-09-25T20:56:28Z,2004-04,2015-06,2013-05,2011-08,NA,INTERVENTIONAL,CML2004,NA,Treatment of CML Patients With Imatinib and Hydroxyurea (CML2004),Treatment of CML Patients With Imatinib and Hydroxyurea,COMPLETED,NA,PHASE1/PHASE2,113,ACTUAL,University of Leipzig,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T20:56:28Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-4058,FALSE,FALSE
NCT01856244,2013-06-30,2013-05-08,2013-05-16,TRUE,NA,NA,NA,2016-10-04,2013-05-17,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-10-04,2016-10-05,ESTIMATED,NA,2016-10-31,ACTUAL,2016-06-30,ACTUAL,2016-06-30,2024-09-25T07:17:43Z,2013-06,2016-10,2016-06,2016-06,NA,INTERVENTIONAL,StaBLE,NA,Stability and Balance in Locomotion Through Exercise,Sensorimotor Treadmill Training to Improve Gait and Balance in Parkinson's Disease,COMPLETED,NA,PHASE1,48,ACTUAL,University of Erlangen-Nürnberg,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T07:17:43Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,53,FALSE,FALSE
NCT01223677,2010-10-31,2010-10-12,2010-10-18,TRUE,NA,NA,NA,2014-12-01,2010-10-19,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-12-01,2014-12-03,ESTIMATED,NA,2014-12-31,ACTUAL,2014-09-30,ACTUAL,2014-09-30,2024-09-26T07:17:29Z,2010-10,2014-12,2014-09,2014-09,NA,INTERVENTIONAL,NA,NA,Rumination-focused CBT Training for the Prevention of Depression and Anxiety,Randomized Controlled Trial Evaluating Two Versions of a Rumination-focused CBT Training for the Presence of Depression and Anxiety in Adolescents and Young Adults,COMPLETED,NA,PHASE1,251,ACTUAL,VU University of Amsterdam,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:17:29Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,19,FALSE,FALSE
NCT00884598,2008-12-31,2009-04-18,2009-04-18,FALSE,NA,NA,NA,2024-05-07,2009-04-21,ESTIMATED,NA,NA,NA,NA,NA,NA,2024-05-07,2024-05-10,ACTUAL,ACTUAL,2024-05-31,ACTUAL,2012-10-31,ACTUAL,2012-10-31,2024-09-26T07:17:29Z,2008-12,2024-05,2012-10,2012-10,NA,INTERVENTIONAL,CIRAB,NA,Cilengitide and Whole-Brain Radiation Therapy in Treating Patients With Brain Metastases From Lung Cancer,"Cilengitide (EMD121974) in Combination With Whole Brain Radiotherapy in Patients With Brain Metastases From Lung Cancer - a Single-center, Open-label Phase I Study",COMPLETED,NA,PHASE1,19,ACTUAL,Universitätsmedizin Mannheim,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:17:29Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-108,FALSE,FALSE
NCT02156661,2013-05-31,2014-06-03,2014-06-04,FALSE,NA,NA,NA,2017-05-05,2014-06-05,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-05-05,2017-05-09,ACTUAL,NA,2017-05-31,ACTUAL,2014-06-30,ACTUAL,2014-06-30,2024-09-26T07:17:29Z,2013-05,2017-05,2014-06,2014-06,NA,INTERVENTIONAL,NA,NA,Oxytocin and Emotion Processing,NA,COMPLETED,NA,PHASE1,97,ACTUAL,"University Hospital, Bonn",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:17:29Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-368,FALSE,FALSE
NCT01259830,2011-03-31,2010-12-13,2010-12-13,TRUE,NA,NA,NA,2014-05-22,2010-12-14,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-05-22,2014-05-23,ESTIMATED,NA,2014-05-31,ACTUAL,2014-04-30,ACTUAL,2014-04-30,2024-09-25T20:56:28Z,2011-03,2014-05,2014-04,2014-04,NA,INTERVENTIONAL,NA,NA,Effectiveness of Etoricoxib as an Additive Analgesic to Epidural Analgesia in Colon or Rectal Fast-track Surgery,"A Double-blind, Randomized, Placebo Controlled Study to Evaluate the Effectiveness of Etoricoxib as an Additive Analgesic to Epidural Analgesia in Colon or Rectal Fast-track Surgery",TERMINATED,NA,PHASE4,81,ACTUAL,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T20:56:28Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,108,FALSE,FALSE
NCT00349076,2006-07-31,2006-07-05,2006-07-05,TRUE,NA,NA,NA,2016-07-29,2006-07-06,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-07-29,2016-08-01,ESTIMATED,NA,2016-07-31,ACTUAL,2016-06-30,ACTUAL,2015-12-31,2024-09-26T07:23:19Z,2006-07,2016-07,2016-06,2015-12,NA,INTERVENTIONAL,NA,NA,Neoadjuvant Chemoradiotherapy and Adjuvant Chemotherapy With 5-Fluorouracil and Oxaliplatin Versus 5-Fluorouracil Alone in Rectal Cancer,Prospective Randomised Multicenter Phase-III-study: Preoperative Radiochemotherapy and Adjuvant Chemotherapy With 5-Fluorouracil Plus Oxaliplatin Versus Preoperative Radiochemotherapy and Adjuvant Chemotherapy With 5-Fluorouracil for Locally Advanced Rectal Cancer,COMPLETED,NA,PHASE3,1256,ACTUAL,University of Erlangen-Nürnberg Medical School,NA,2,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:23:19Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,26,FALSE,FALSE
NCT01773902,2012-10-31,2013-01-15,2013-01-18,FALSE,NA,NA,NA,2018-05-09,2013-01-23,ESTIMATED,NA,NA,NA,NA,NA,NA,2018-05-09,2018-05-15,ACTUAL,NA,2018-05-31,ACTUAL,2016-07-31,ACTUAL,2014-12-31,2024-09-26T07:23:19Z,2012-10,2018-05,2016-07,2014-12,NA,INTERVENTIONAL,NA,NA,Protein for Premies,High Versus Standard Dose Protein for Very Preterm Infants,COMPLETED,NA,NA,60,ESTIMATED,University Hospital Tuebingen,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:23:19Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-76,FALSE,FALSE
NCT00666341,2007-09-30,2008-04-21,2008-04-23,FALSE,NA,NA,NA,2013-11-07,2008-04-24,ESTIMATED,NA,NA,NA,NA,NA,NA,2013-11-07,2013-11-08,ESTIMATED,NA,2013-11-30,ACTUAL,2010-05-31,ACTUAL,2009-01-31,2024-09-26T07:23:19Z,2007-09,2013-11,2010-05,2009-01,NA,INTERVENTIONAL,NA,NA,Dose-Response-Study With a Recombinant Cocktail of Phleum (rPhleum) Allergens,A Double-blind Placebo-controlled Dose-response Study for Evaluation of Safety and Efficacy of Immunotherapy With a Cocktail of Recombinant Major Allergens of Timothy Grass Pollen (Phleum Pratense) Adsorbed to Aluminium Hydroxide in Patients With IgE-mediated Allergic Rhinitis/Rhinoconjunctivitis With or Without Bronchial Asthma,COMPLETED,NA,PHASE2,50,ACTUAL,Allergopharma GmbH & Co. KG,NA,5,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:23:19Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,-204,FALSE,FALSE
NCT00746720,2006-05-31,2008-09-03,2008-09-03,FALSE,NA,NA,NA,2020-12-10,2008-09-04,ESTIMATED,NA,NA,NA,NA,NA,NA,2020-12-10,2020-12-14,ACTUAL,NA,2020-12-31,ACTUAL,2010-12-31,ACTUAL,2009-07-31,2024-09-26T07:23:19Z,2006-05,2020-12,2010-12,2009-07,NA,INTERVENTIONAL,NA,NA,Modulation of the Surgical Inflammatory Response by Etoricoxib,Modulation of the Surgical Inflammatory Response by Etoricoxib: Peripheral Versus Central,TERMINATED,NA,PHASE2,23,ACTUAL,University of Erlangen-Nürnberg Medical School,NA,4,NA,Patient recruitment difficulties,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:23:19Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-826,FALSE,FALSE
NCT02342509,2014-09-30,2015-01-06,2015-01-14,FALSE,NA,NA,NA,2015-01-14,2015-01-21,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-01-14,2015-01-21,ESTIMATED,NA,2015-01-31,ACTUAL,2014-12-31,ACTUAL,2014-12-31,2024-09-25T20:56:28Z,2014-09,2015-01,2014-12,2014-12,NA,INTERVENTIONAL,MIRCONTROL,NA,Automated Control of End-tidal Volatile Anesthetic Concentration,"Automated Control of End-tidal Volatile Anesthetic Concentration Using the MIRUS System: A Comparison of Isoflurane, Sevoflurane and Desflurane in Anesthesia.",COMPLETED,NA,NA,63,ACTUAL,Ruhr University of Bochum,NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T20:56:28Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-98,FALSE,FALSE
NCT02196545,2011-08-31,2014-07-14,2014-07-18,FALSE,NA,NA,NA,2014-07-18,2014-07-22,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-07-18,2014-07-22,ESTIMATED,NA,2014-07-31,ACTUAL,2013-07-31,ACTUAL,2013-07-31,2024-09-26T07:23:19Z,2011-08,2014-07,2013-07,2013-07,NA,INTERVENTIONAL,MOTODEM,NA,Physical Activity Training Program for Patients With Alzheimer's Dementia,An Easily Accessible Physical Activity Training Program for Patients With Alzheimer's Dementia: Effect on Clinical and Neurobiological Parameters (MOTODEM),COMPLETED,NA,NA,30,ACTUAL,Technische Universität Dresden,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:23:19Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1048,FALSE,FALSE
NCT03485716,2016-08-01,2018-03-19,2018-03-30,FALSE,NA,NA,NA,2018-03-30,2018-04-02,ACTUAL,NA,NA,NA,NA,NA,NA,2018-03-30,2018-04-02,ACTUAL,ACTUAL,2018-03-31,ACTUAL,2017-12-31,ACTUAL,2017-03-31,2024-09-25T20:56:28Z,2016-08-01,2018-03,2017-12-31,2017-03-31,NA,INTERVENTIONAL,NA,NA,Metabolic Dynamics During Physical Activity,Metabolic Dynamics During Physical Activity Under Normobaric Normoxia or Moderate Hypoxia - a Pilot Study,COMPLETED,NA,NA,34,ACTUAL,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-25T20:56:28Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-595,FALSE,FALSE
NCT00151255,2004-06-30,2005-09-06,2005-09-06,FALSE,NA,NA,NA,2017-04-18,2005-09-08,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-04-18,2017-04-19,ACTUAL,NA,2017-04-30,ACTUAL,2011-01-31,ACTUAL,2009-06-30,2024-09-25T20:56:28Z,2004-06,2017-04,2011-01,2009-06,NA,INTERVENTIONAL,NA,NA,All-Trans Retinoic Acid in Combination With Standard Induction and Consolidation Therapy in Older Patients With Newly Diagnosed Acute Myeloid Leukemia,Phase III - Study on All-Trans Retinoic Acid in Combination With Standard Induction and Consolidation Therapy in Older Patients With Newly Diagnosed Acute Myeloid Leukemia,COMPLETED,NA,PHASE3,500,ESTIMATED,University of Ulm,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T20:56:28Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-433,FALSE,FALSE
NCT01362361,2011-06-30,2011-05-25,2011-05-27,TRUE,NA,NA,NA,2019-09-18,2011-05-30,ESTIMATED,NA,NA,NA,NA,NA,NA,2019-09-18,2019-09-19,ACTUAL,NA,2019-09-30,ACTUAL,2016-12-31,ACTUAL,2016-06-30,2024-09-25T07:22:54Z,2011-06,2019-09,2016-12,2016-06,NA,INTERVENTIONAL,AIO-KRK-0111,NA,"TRICC-C (AIO-KRK-0111): BIBF 1120 Versus Placebo in Patients Receiving Oxaliplatin Plus Fluorouracil and Leucovorin (mFOLFOX6) for Advanced, Chemorefractory Metastatic Colorectal Cancer (mCRC)","TRICC-C: A Multicenter, Randomized, Phase II Trial: BIBF 1120 vs. Placebo in Patients Receiving Oxaliplatin Plus Fluorouracil and Leucovorin (mFOLFOX6) for Advanced, Chemorefractory Metastatic Colorectal Cancer (mCRC)",COMPLETED,NA,PHASE2,54,ACTUAL,Martin-Luther-Universität Halle-Wittenberg,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T07:22:54Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,36,FALSE,FALSE
NCT01234389,2009-10-31,2010-11-02,2010-11-02,FALSE,NA,NA,NA,2020-12-10,2010-11-04,ESTIMATED,NA,NA,NA,NA,NA,NA,2020-12-10,2020-12-14,ACTUAL,ACTUAL,2020-12-31,ACTUAL,2013-01-31,ACTUAL,2013-01-31,2024-09-26T17:12:39Z,2009-10,2020-12,2013-01,2013-01,NA,INTERVENTIONAL,NA,NA,Immediate Detection of Helicobacter Infection With a New Electrochemical System.,Immediate Detection of Helicobacter Infection With a New Electrochemical System,COMPLETED,NA,NA,120,ACTUAL,University of Erlangen-Nürnberg Medical School,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T17:12:39Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-367,FALSE,FALSE
NCT01566825,2008-08-31,2012-03-27,2012-03-27,FALSE,NA,NA,NA,2012-03-27,2012-03-29,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-03-27,2012-03-29,ESTIMATED,NA,2012-03-31,ACTUAL,2009-05-31,ACTUAL,2009-05-31,2024-09-26T07:28:43Z,2008-08,2012-03,2009-05,2009-05,NA,INTERVENTIONAL,NA,NA,The Influence of Amitriptyline on Learning in a Visual Discrimination Task,The Influence of Amitriptyline (Amitriptylin-CT 25 mg®) on Learning in a Visual Discrimination Task (Karni-Sagi-paradigm),COMPLETED,NA,NA,32,ACTUAL,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T07:28:43Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1304,FALSE,FALSE
NCT01967355,2013-04-30,2013-07-26,2013-10-17,FALSE,NA,NA,NA,2018-08-07,2013-10-22,ESTIMATED,NA,NA,NA,NA,NA,NA,2018-08-07,2018-08-09,ACTUAL,NA,2018-08-31,ACTUAL,2014-05-08,ACTUAL,2014-05-08,2024-09-25T07:22:54Z,2013-04,2018-08,2014-05-08,2014-05-08,NA,INTERVENTIONAL,NA,NA,Prolongation of Pregnancy in Preeclampsia by Therapeutic Lipid Apheresis,Prolongation of Pregnancy in Preeclampsia by Therapeutic Lipid Apheresis,COMPLETED,NA,NA,6,ACTUAL,University Hospital Freiburg,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-25T07:22:54Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-87,FALSE,FALSE
NCT02675816,2015-08-31,2016-01-28,2016-02-04,FALSE,NA,NA,NA,2016-08-10,2016-02-05,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-08-10,2016-08-11,ESTIMATED,NA,2016-08-31,ACTUAL,2016-07-31,ACTUAL,2016-07-31,2024-09-25T07:22:54Z,2015-08,2016-08,2016-07,2016-07,NA,INTERVENTIONAL,RCT,NA,Inspire® Upper Airway Stimulation System,Inspire® Upper Airway Stimulation System: Randomized Control Trial / European Post-Market Study,TERMINATED,NA,PHASE4,16,ACTUAL,"Inspire Medical Systems, Inc.",NA,1,NA,"Study halted due to low recruitment. Reimbursement changes require a larger study with additional centers and therefore, a new study planned as replacement.",FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA,2024-09-25T07:22:54Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,-150,FALSE,FALSE
NCT02848352,2016-06-30,2016-06-29,2016-07-25,TRUE,NA,NA,NA,2017-04-04,2016-07-28,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-04-04,2017-04-06,ACTUAL,NA,2016-07-31,ACTUAL,2016-10-31,ACTUAL,2016-10-31,2024-09-26T07:28:43Z,2016-06,2016-07,2016-10,2016-10,NA,INTERVENTIONAL,NA,NA,The Role of Expectations in Experimentally Induced Sadness,The Role of Expectations in Experimentally Induced Sadness,COMPLETED,NA,NA,128,ACTUAL,Philipps University Marburg Medical Center,NA,4,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-26T07:28:43Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,1,FALSE,FALSE
