iv_id,iv_registry,mdr_study_id,identifier,identifier_type,identifier_type_id,identifier_source
NCT01072305,ClinicalTrials.gov,2085205,KAIIPC01,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT01073917,ClinicalTrials.gov,2085328,EK375122009,Sponsor’s ID,14,Technische Universität Dresden
NCT01078168,ClinicalTrials.gov,2085655,2009-011881-27,Trial registry ID,11,EU Clinical Trials Register
NCT01078168,ClinicalTrials.gov,2085655,ADAM,Sponsor’s ID,14,Johannes Gutenberg-Universität Mainz
NCT01079091,ClinicalTrials.gov,2085723,CS001,Sponsor’s ID,14,Hepa Wash GmbH
NCT01079104,ClinicalTrials.gov,2085724,CS002,Sponsor’s ID,14,Hepa Wash GmbH
NCT01080690,ClinicalTrials.gov,2085844,01102,Sponsor’s ID,14,Technische Universität München
NCT01084382,ClinicalTrials.gov,2086125,JLU-AGKrawi_Spiru,Sponsor’s ID,14,Justus-Liebig-Universität Giessen
NCT01086839,ClinicalTrials.gov,2086313,NaCl 6.0%-nasal-CF,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT01095926,ClinicalTrials.gov,2087010,ISRCTN57509500,Trial registry ID,11,ISRCTN
NCT01095926,ClinicalTrials.gov,2087010,2009-011454-17,Trial registry ID,11,EU Clinical Trials Register
NCT01095926,ClinicalTrials.gov,2087010,8609,Sponsor’s ID,14,Newcastle Hospitals NHS Foundation Trust
NCT01095926,ClinicalTrials.gov,2087010,EPOC-MS-001,Sponsor’s ID,14,University Hospital Muenster
NCT01097434,ClinicalTrials.gov,2087124,GE IDE No. S03110,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT01105728,ClinicalTrials.gov,2087758,2632/09,Sponsor’s ID,14,Technische Universität München
NCT01114165,ClinicalTrials.gov,2088406,UKM-SF-042010,Sponsor’s ID,14,University Hospital Muenster
NCT01115192,ClinicalTrials.gov,2088485,OptimaCologne,Sponsor’s ID,14,Universität zu Kôln
NCT01116466,ClinicalTrials.gov,2088581,PB-SA844-100,Sponsor’s ID,14,Otto Bock Healthcare Products GmbH
NCT01117519,ClinicalTrials.gov,2088660,HIPSTER,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01122433,ClinicalTrials.gov,2089037,PN-201005,Sponsor’s ID,14,Johannes Gutenberg-Universität Mainz
NCT01125813,ClinicalTrials.gov,2089296,2009-011055-43,Trial registry ID,11,EU Clinical Trials Register
NCT01125813,ClinicalTrials.gov,2089296,GENA-08,Sponsor’s ID,14,Octapharma
NCT01137305,ClinicalTrials.gov,2090170,"Katja Maschuw, MD",Sponsor’s ID,14,Philipps University Marburg Medical Center
NCT01145092,ClinicalTrials.gov,2090762,P15656,Sponsor’s ID,14,Landsteiner Institut
NCT01145248,ClinicalTrials.gov,2090774,BilBiop_001,Sponsor’s ID,14,Universität Ulm
NCT01153139,ClinicalTrials.gov,2091375,124/2009BO1,Sponsor’s ID,14,University Hospital Tuebingen
NCT01153750,ClinicalTrials.gov,2091421,TUD-Glivec-012,Sponsor’s ID,14,University Hospital Dresden
NCT01159366,ClinicalTrials.gov,2091850,NCT00402675,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT01170936,ClinicalTrials.gov,2092737,2010-020063-21,Trial registry ID,11,EU Clinical Trials Register
NCT01170936,ClinicalTrials.gov,2092737,ILUVIT1,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01171274,ClinicalTrials.gov,2092762,10-4358,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01171339,ClinicalTrials.gov,2092767,ISRCTN99526053,Trial registry ID,11,ISRCTN
NCT01171339,ClinicalTrials.gov,2092767,01GK0702,Sponsor’s ID,14,Johann Wolfgang Goethe University (Germany)
NCT01171339,ClinicalTrials.gov,2092767,1-Muth,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT01174420,ClinicalTrials.gov,2093002,AAE-CT-DEU-2009-01,Sponsor’s ID,14,Aeon Astron Europe BV
NCT01180205,ClinicalTrials.gov,2093445,2009-017010-68,Trial registry ID,11,EU Clinical Trials Register
NCT01180205,ClinicalTrials.gov,2093445,1235.34,Sponsor’s ID,14,Universitätsmedizin der Johannes Gutenberg-Universität Mainz
NCT01186263,ClinicalTrials.gov,2093908,2008-005609-21,Trial registry ID,11,EU Clinical Trials Register
NCT01186263,ClinicalTrials.gov,2093908,RAD50,Sponsor’s ID,14,"Faculty For Medicine, Otto-von-Guericke University Magdeburg"
NCT01186263,ClinicalTrials.gov,2093908,RAD050,Sponsor’s ID,14,Otto-von-Guericke-Universität Magdeburg
NCT01187888,ClinicalTrials.gov,2094033,2008-007520-26,Trial registry ID,11,EU Clinical Trials Register
NCT01187888,ClinicalTrials.gov,2094033,PROSPERA (Rasagiline),Sponsor’s ID,14,Klinikum der Universität München
NCT01187888,ClinicalTrials.gov,2094033,08P02,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01188902,ClinicalTrials.gov,2094111,Walnut-2010,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01191359,ClinicalTrials.gov,2094297,SP-B-02,Sponsor’s ID,14,ALK-Abelló
NCT01192269,ClinicalTrials.gov,2094366,116-10,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01206790,ClinicalTrials.gov,2095471,NET-2010-KN,Sponsor’s ID,14,Universität Konstanz
NCT01207960,ClinicalTrials.gov,2095560,2007-137-f-S,Sponsor’s ID,14,University Hospital Muenster
NCT01208194,ClinicalTrials.gov,2095578,2009-017432-40,Trial registry ID,11,EU Clinical Trials Register
NCT01208194,ClinicalTrials.gov,2095578,MGN1703-C02,Sponsor’s ID,14,Mologen AG
NCT01209377,ClinicalTrials.gov,2095668,SA1475/2-1,Sponsor’s ID,14,Technische Universität München
NCT01212718,ClinicalTrials.gov,2095925,FOGT5,Sponsor’s ID,14,Universität Ulm
NCT01214278,ClinicalTrials.gov,2096045,GWLUH-002,Sponsor’s ID,14,Leibniz Universität Hannover
NCT01214278,ClinicalTrials.gov,2096045,GWLUH2010,Other,90,02
NCT01215266,ClinicalTrials.gov,2096120,DRKS00003397,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01215266,ClinicalTrials.gov,2096120,2005-006098-29,Trial registry ID,11,EU Clinical Trials Register
NCT01215266,ClinicalTrials.gov,2096120,AB 31/05 - RUTT 204,Sponsor’s ID,14,Universitätsklinikum Essen
NCT01215266,ClinicalTrials.gov,2096120,4031573,Sponsor’s ID,14,Universitätsklinikum Essen
NCT01215266,ClinicalTrials.gov,2096120,AB 31/05 RUTT 204,Sponsor’s ID,14,Association of Urologic Oncology (AUO)
NCT01216605,ClinicalTrials.gov,2096223,X01A-DO1312/1-1,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT01216605,ClinicalTrials.gov,2096223,DO1312/1-1,Funder / Contract ID,13,German Research Foundation (DFG)
NCT01218217,ClinicalTrials.gov,2096346,LMU-IMPH-SQ109-01,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01220544,ClinicalTrials.gov,2096524,BELEHAPLO-1412001,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01228799,ClinicalTrials.gov,2097151,TVC-1,Sponsor’s ID,14,"University Eye Hospital, Würzburg"
NCT01228799,ClinicalTrials.gov,2097151,TVC,Other,90,University Eye Hospital Wurzburg
NCT01230723,ClinicalTrials.gov,2097297,GE IDE No. S03210,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT01233180,ClinicalTrials.gov,2097485,10-4434,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01234194,ClinicalTrials.gov,2097561,CVI_2010,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT01234662,ClinicalTrials.gov,2097597,CESAR,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01236300,ClinicalTrials.gov,2097722,MKT-2010-INSPECT,Sponsor’s ID,14,University of Chicago
NCT01236300,ClinicalTrials.gov,2097722,EUSFNA_02,Other,90,Mauna Kea Technologies
NCT01237756,ClinicalTrials.gov,2097834,198/08,Sponsor’s ID,14,Universitätsklinikum Freiburg
NCT01240083,ClinicalTrials.gov,2098010,Uni-Reg-TB1,Sponsor’s ID,14,Universität Regensburg
NCT01242345,ClinicalTrials.gov,2098182,Capno-Interventional 2011,Sponsor’s ID,14,Ruhr-Universität Bochum
NCT01245985,ClinicalTrials.gov,2098457,2009-016489-10,Trial registry ID,11,EU Clinical Trials Register
NCT01245985,ClinicalTrials.gov,2098457,TPF-C-HIT,Sponsor’s ID,14,Universität Heidelberg
NCT01247051,ClinicalTrials.gov,2098539,PRE001AHK,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01253096,ClinicalTrials.gov,2099000,2009-014799-23,Trial registry ID,11,EU Clinical Trials Register
NCT01253096,ClinicalTrials.gov,2099000,PH-L19IL2-03/09,Sponsor’s ID,14,Philogen SpA
NCT01256996,ClinicalTrials.gov,2099299,MV-329/2009,Sponsor’s ID,14,Universität Heidelberg
NCT01262521,ClinicalTrials.gov,2099724,Protective dietary nitrate,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01264640,ClinicalTrials.gov,2099886,LO-0005,Sponsor’s ID,14,Universität Rostock 
NCT01271595,ClinicalTrials.gov,2100421,EA1/214/07a,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01272674,ClinicalTrials.gov,2100504,adipo2008,Sponsor’s ID,14,Universität Leipzig
NCT01275508,ClinicalTrials.gov,2100722,2010-018959-99,Trial registry ID,11,EU Clinical Trials Register
NCT01275508,ClinicalTrials.gov,2100722,FITC-ADA 01-2010,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT01280032,ClinicalTrials.gov,2101070,MA-Kypho-IORT-01,Sponsor’s ID,14,Universitätsmedizin Mannheim
NCT01282827,ClinicalTrials.gov,2101282,EBS-optnerv-BCT,Sponsor’s ID,14,Otto-von-Guericke-Universität Magdeburg
NCT01291199,ClinicalTrials.gov,2101922,2005-000295-41,Trial registry ID,11,EU Clinical Trials Register
NCT01291199,ClinicalTrials.gov,2101922,Ro-002/05,Sponsor’s ID,14,Universität zu Kôln
NCT01293266,ClinicalTrials.gov,2102081,Fudickar2,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT01294241,ClinicalTrials.gov,2102156,BEB-10,Sponsor’s ID,14,Amryt Pharma
NCT01296776,ClinicalTrials.gov,2102349,EMS-Bone-2011,Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT01296776,ClinicalTrials.gov,2102349,EK_NO. 4184/2010,Type not provided,1,No organisation name provided in source data
NCT01296776,ClinicalTrials.gov,2102349,EMS_Bone_2011/2012,Funder / Contract ID,13,IMP_2011
NCT01303588,ClinicalTrials.gov,2102866,YQ-LBP,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01303822,ClinicalTrials.gov,2102884,11-4600,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01304368,ClinicalTrials.gov,2102926,09-3953,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01309178,ClinicalTrials.gov,2103293,2008-002673-13,Trial registry ID,11,EU Clinical Trials Register
NCT01309178,ClinicalTrials.gov,2103293,APA-IIb,Sponsor’s ID,14,University Children’s Hospital Tuebingen
NCT01313013,ClinicalTrials.gov,2103581,prompt1,Sponsor’s ID,14,Technische Universität München
NCT01315002,ClinicalTrials.gov,2103731,2008-001362-90,Trial registry ID,11,EU Clinical Trials Register
NCT01315002,ClinicalTrials.gov,2103731,NICSZ001,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT01316198,ClinicalTrials.gov,2103822,BioPlant-LZ-AMD2011,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT01328795,ClinicalTrials.gov,2104780,CGM@ACS,Sponsor’s ID,14,Stiftung Institut fuer Herzinfarktforschung
NCT01330823,ClinicalTrials.gov,2104932,CARPAN-01,Sponsor’s ID,14,University Medicine Greifswald
NCT01339819,ClinicalTrials.gov,2105608,2011-000503-40,Trial registry ID,11,EU Clinical Trials Register
NCT01339819,ClinicalTrials.gov,2105608,GE IDE No. A01611,Sponsor’s ID,14,Deutsches Herzzentrum Muenchen
NCT01350986,ClinicalTrials.gov,2106462,DO 620/5-1,Sponsor’s ID,14,Deutsche Forschungsgemeinschaft
NCT01350986,ClinicalTrials.gov,2106462,Köln Fortune,Funder / Contract ID,13,28/2010
NCT01363362,ClinicalTrials.gov,2107406,SLT/OBF_EK 398122010,Sponsor’s ID,14,Technische Universität Dresden
NCT01370551,ClinicalTrials.gov,2107956,806109,Sponsor’s ID,14,Medinova AG
NCT01378078,ClinicalTrials.gov,2108525,04/2011,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01382017,ClinicalTrials.gov,2108827,LCM-TMS-2010,Sponsor’s ID,14,Christian-Albrechts-Universität zu Kiel
NCT01386619,ClinicalTrials.gov,2109178,NK-DLI Allo-Tx,Sponsor’s ID,14,Universitätsspital Basel
NCT01387048,ClinicalTrials.gov,2109211,U1111-1122-5234,Trial registry ID,11,International Clinical Trials Registry Platform
NCT01387048,ClinicalTrials.gov,2109211,DRKS00003170,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01387048,ClinicalTrials.gov,2109211,2011-000152-42,Trial registry ID,11,EU Clinical Trials Register
NCT01387048,ClinicalTrials.gov,2109211,BS-HAU-2011001,Sponsor’s ID,14,"Medical Faculty, University Magdeburg"
NCT01387048,ClinicalTrials.gov,2109211,4037374,Sponsor’s ID,14,Universitätsklinikum MagdeburgDekan
NCT01387048,ClinicalTrials.gov,2109211,BS-HAU-2011,Sponsor’s ID,14,Otto-von-Guericke-Universität Magdeburg
NCT01387399,ClinicalTrials.gov,2109237,2010-024652-28,Trial registry ID,11,EU Clinical Trials Register
NCT01387399,ClinicalTrials.gov,2109237,OLÉ,Sponsor’s ID,14,Fundació Clínic per a la Recerca Biomèdica
NCT01388231,ClinicalTrials.gov,2109301,01GV1001,Sponsor’s ID,14,Technische Universität Dresden
NCT01395706,ClinicalTrials.gov,2109874,2011-003194-28,Trial registry ID,11,EU Clinical Trials Register
NCT01395706,ClinicalTrials.gov,2109874,PULSION-001,Sponsor’s ID,14,Pulsion Medical Systems SE
NCT01406067,ClinicalTrials.gov,2110668,THAV-Study 1,Sponsor’s ID,14,Universität zu Kôln
NCT01411566,ClinicalTrials.gov,2111089,Koeln-Fortune 104/2010,Sponsor’s ID,14,Universität zu Kôln
NCT01418066,ClinicalTrials.gov,2111581,11-4673 AHIB,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01420211,ClinicalTrials.gov,2111746,Primovist - OATP1B1,Sponsor’s ID,14,University Medicine Greifswald
NCT01441791,ClinicalTrials.gov,2113394,NL2409,Trial registry ID,11,Netherlands National Trial Register
NCT01441791,ClinicalTrials.gov,2113394,NTR(TC=2517),Trial registry ID,11,Netherlands National Trial Register
NCT01441791,ClinicalTrials.gov,2113394,ISRCTN70332574,Trial registry ID,11,ISRCTN
NCT01441791,ClinicalTrials.gov,2113394,NL33848.018.10,Regulatory body ID,41,CCMO
NCT01441791,ClinicalTrials.gov,2113394,10/251,Sponsor’s ID,14,No organisation name provided in source data
NCT01441791,ClinicalTrials.gov,2113394,01441791,Sponsor’s ID,14,No organisation name provided in source data
NCT01441791,ClinicalTrials.gov,2113394,PROVHILO,Sponsor’s ID,14,"Academisch Medisch Centrum, Universiteit van Amsterdam (AMC-UvA)"
NCT01441791,ClinicalTrials.gov,2113394,NCT01585116,Obsolete NCT number,44,ClinicalTrials.gov
NCT01441791,ClinicalTrials.gov,2113394,NTR2517,Obsolete NTR number,45,Netherlands National Trial Register
NCT01448265,ClinicalTrials.gov,2113879,CRYO-MAP,Sponsor’s ID,14,Universität Heidelberg
NCT01460758,ClinicalTrials.gov,2114834,Uni-Reg-ACDC01,Sponsor’s ID,14,Universität Regensburg
NCT01474265,ClinicalTrials.gov,2115865,201102-TR,Sponsor’s ID,14,Institut fuer anwendungsorientierte Forschung und klinische Studien GmbH
NCT01478880,ClinicalTrials.gov,2116219,TBS-H 1,Sponsor’s ID,14,University Hospital Tuebingen
NCT01481909,ClinicalTrials.gov,2116450,SMART-2010-1,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01498731,ClinicalTrials.gov,2117739,U1111-1118-1665,Trial registry ID,11,International Clinical Trials Registry Platform
NCT01498731,ClinicalTrials.gov,2117739,DRKS00000276,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01498731,ClinicalTrials.gov,2117739,Charite-BiC-8,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01502163,ClinicalTrials.gov,2118001,11/4/11,Sponsor’s ID,14,Georg-August-Universität Göttingen
NCT01510860,ClinicalTrials.gov,2118663,2008-001524-31,Trial registry ID,11,EU Clinical Trials Register
NCT01510860,ClinicalTrials.gov,2118663,URT-15/PBC,Sponsor’s ID,14,Dr Falk Pharma GmbH
NCT01521585,ClinicalTrials.gov,2119483,2011-001131-23,Trial registry ID,11,EU Clinical Trials Register
NCT01521585,ClinicalTrials.gov,2119483,S015-002,Sponsor’s ID,14,Siena Biotech SpA
NCT01522911,ClinicalTrials.gov,2119585,LAA-1,Sponsor’s ID,14,Universität Leipzig
NCT01538173,ClinicalTrials.gov,2120745,BR02,Sponsor’s ID,14,Universität Rostock 
NCT01553838,ClinicalTrials.gov,2121942,002,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01556529,ClinicalTrials.gov,2122147,CDRM 92/07/56,Sponsor’s ID,14,Philipps University Marburg Medical Center
NCT01561248,ClinicalTrials.gov,2122509,EHEC-2011-PEG,Sponsor’s ID,14,Universitätsklinikum Hamburg-Eppendorf
NCT01575704,ClinicalTrials.gov,2123611,BISON01042011,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01577134,ClinicalTrials.gov,2123721,01ET1001B,Sponsor’s ID,14,German Centre of Gerontology
NCT01581346,ClinicalTrials.gov,2124041,POSITIVE_II,Sponsor’s ID,14,Deutsches Krebsforschungszentrum
NCT01582893,ClinicalTrials.gov,2124159,CIV-11-10-002741,Regulatory body ID,41,European Database on Medical Devices
NCT01582893,ClinicalTrials.gov,2124159,1492,Sponsor’s ID,14,Baxter Healthcare Corporation
NCT01587157,ClinicalTrials.gov,2124480,20042012,Sponsor’s ID,14,Technische Universität München
NCT01596777,ClinicalTrials.gov,2125214,LOP-MNTX-2009,Sponsor’s ID,14,University Medicine Greifswald
NCT01601769,ClinicalTrials.gov,2125598,ENDOCOLP,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01606462,ClinicalTrials.gov,2125959,OXT-071/10,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT01607775,ClinicalTrials.gov,2126059,2007-256M-MA,Sponsor’s ID,14,Universitätsmedizin Mannheim
NCT01607970,ClinicalTrials.gov,2126074,OXT-168/11,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT01612754,ClinicalTrials.gov,2126441,SA 02,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT01613287,ClinicalTrials.gov,2126482,CIV-11-10-002861,Regulatory body ID,41,European Database on Medical Devices
NCT01613287,ClinicalTrials.gov,2126482,M-2010-224,Sponsor’s ID,14,Miltenyi Biomedicine GmbH
NCT01616966,ClinicalTrials.gov,2126763,A 2010 29,Sponsor’s ID,14,Universität Rostock 
NCT01626274,ClinicalTrials.gov,2127475,EK 231/10,Ethics review ID,12,Ethics Committee University Hospital Aachen
NCT01626274,ClinicalTrials.gov,2127475,CTC-A_10-016,Sponsor’s ID,14,Rheinisch-Westfälische Technische Hochschule Aachen
NCT01627457,ClinicalTrials.gov,2127566,11-094,Sponsor’s ID,14,Rheinisch-Westfälische Technische Hochschule Aachen
NCT01631799,ClinicalTrials.gov,2127899,A 40 2008,Sponsor’s ID,14,Universität Rostock 
NCT01634958,ClinicalTrials.gov,2128141,2012-000416-28,Trial registry ID,11,EU Clinical Trials Register
NCT01634958,ClinicalTrials.gov,2128141,6043-PG-PSC-192,Sponsor’s ID,14,Leti Pharma GmbH
NCT01638793,ClinicalTrials.gov,2128435,JWGUHMED1-006,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01638832,ClinicalTrials.gov,2128438,JWGUHMED1-005,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT01660464,ClinicalTrials.gov,2130039,ADHD-Team-03,Sponsor’s ID,14,Universität zu Kôln
NCT01662232,ClinicalTrials.gov,2130175,Char-EGCG-FMD,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01663311,ClinicalTrials.gov,2130257,Uni-Reg-Ti-CDC01,Sponsor’s ID,14,Universität Regensburg
NCT01669382,ClinicalTrials.gov,2130706,Med2UKEr1/2012,Sponsor’s ID,14,Universitätsklinikum Erlangen
NCT01669863,ClinicalTrials.gov,2130743,MHH-6208,Sponsor’s ID,14,Medizinische Hochschule Hannover
NCT01676246,ClinicalTrials.gov,2131232,Flpmetab2008,Sponsor’s ID,14,University Medicine Greifswald
NCT01692041,ClinicalTrials.gov,2132444,HeHe,Sponsor’s ID,14,Technische Universität Dresden
NCT01693497,ClinicalTrials.gov,2132556,Gestalt therapy for PTSD,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01696526,ClinicalTrials.gov,2132789,BMBF 0315668,Sponsor’s ID,14,Martin-Luther-Universität Halle-Wittenberg
NCT01703832,ClinicalTrials.gov,2133350,2012-002359-40,Trial registry ID,11,EU Clinical Trials Register
NCT01703832,ClinicalTrials.gov,2133350,C1202,Sponsor’s ID,14,Biologische Heilmittel Heel GmbH
NCT01716832,ClinicalTrials.gov,2134345,Walking_Stress_Reduction,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01726010,ClinicalTrials.gov,2135048,102012,Sponsor’s ID,14,Technische Universität München
NCT01729234,ClinicalTrials.gov,2135293,Nitrate for vascular age,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT01742468,ClinicalTrials.gov,2136307,H53-12,Sponsor’s ID,14,Friedrich-Schiller-Universität Jena
NCT01752725,ClinicalTrials.gov,2137094,04122012,Sponsor’s ID,14,University Hospital Tuebingen
NCT01761448,ClinicalTrials.gov,2137762,11-020,Sponsor’s ID,14,Rheinisch-Westfälische Technische Hochschule Aachen
NCT01767545,ClinicalTrials.gov,2138230,Mayer-DEX-001,Sponsor’s ID,14,"Ludwig-Maximilians, University of Munich"
NCT01788800,ClinicalTrials.gov,2139857,221012,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01793558,ClinicalTrials.gov,2140220,THER-5,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT01798160,ClinicalTrials.gov,2140573,SIRT-TACE-HCC-Mainz-1,Sponsor’s ID,14,Johannes Gutenberg-Universität Mainz
NCT01834547,ClinicalTrials.gov,2143354,1234,Sponsor’s ID,14,Johannes Gutenberg-Universität Mainz
NCT01834573,ClinicalTrials.gov,2143356,runIBD,Sponsor’s ID,14,Technische Universität München
NCT01859416,ClinicalTrials.gov,2145254,IBA-2013(1),Sponsor’s ID,14,University of Erlangen-Nürnberg Medical School
NCT01900067,ClinicalTrials.gov,2148363,MD12-001,Sponsor’s ID,14,Molnlycke Health Care AB
NCT01903538,ClinicalTrials.gov,2148627,211/2010BO1_2,Sponsor’s ID,14,University Hospital Tuebingen
NCT01905254,ClinicalTrials.gov,2148757,UKE IRB 2742,Sponsor’s ID,14,Universitätsklinikum Hamburg-Eppendorf
NCT01921777,ClinicalTrials.gov,2150019,2009-010899-17,Trial registry ID,11,EU Clinical Trials Register
NCT01921777,ClinicalTrials.gov,2150019,TEIR-3,Sponsor’s ID,14,Justus-Liebig-Universität Giessen
NCT01923961,ClinicalTrials.gov,2150186,KSSA0113,Sponsor’s ID,14,EXcorLab GmbH
NCT01933191,ClinicalTrials.gov,2150892,221014,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
NCT01939639,ClinicalTrials.gov,2151384,OXT_PS_2013,Sponsor’s ID,14,Universitätsklinikum Bonn
NCT01939639,ClinicalTrials.gov,2151384,PS_2013,Funder / Contract ID,13,Rheinische Friedrich-Wilhelms-Universität Bonn
NCT01981915,ClinicalTrials.gov,2154622,OIC2013,Sponsor’s ID,14,Universität Duisburg-Essen
NCT01993056,ClinicalTrials.gov,2155474,Saarland University 10/2011,Sponsor’s ID,14,Universität des Saarlandes
NCT02039648,ClinicalTrials.gov,2159041,DRKS00005654,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT02039648,ClinicalTrials.gov,2159041,NRW 300262502,Sponsor’s ID,14,Heinrich Heine Universität Düsseldorf
NCT02112396,ClinicalTrials.gov,2164602,07-210,Ethics review ID,12,"University of Luebeck, Ethics Committee"
NCT02112396,ClinicalTrials.gov,2164602,BMBF-01GX0702,Sponsor’s ID,14,Universität zu Lübeck
NCT02154607,ClinicalTrials.gov,2167836,TechnischeUM,Sponsor’s ID,14,Technische Universität München
NCT02197546,ClinicalTrials.gov,2171126,BB 57/10,Sponsor’s ID,14,University Medicine Greifswald
NCT02199106,ClinicalTrials.gov,2171245,Ti-cTBS,Sponsor’s ID,14,Universität Regensburg
NCT02297646,ClinicalTrials.gov,2178797,Saarland University - CHO,Sponsor’s ID,14,Universität des Saarlandes
NCT02340351,ClinicalTrials.gov,2182068,UKE-Psych-Aku-08-14,Sponsor’s ID,14,Universitätsklinikum Hamburg-Eppendorf
NCT02359266,ClinicalTrials.gov,2183515,SaarlandU,Sponsor’s ID,14,Universität des Saarlandes
NCT02480608,ClinicalTrials.gov,2192812,68,Sponsor’s ID,14,Universität Leipzig
NCT02487368,ClinicalTrials.gov,2193331,NRM_2009,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02515019,ClinicalTrials.gov,2195447,Sevo_2_2014,Sponsor’s ID,14,Universitätsklinikum Hamburg-Eppendorf
NCT02529358,ClinicalTrials.gov,2196545,SMS-MI,Sponsor’s ID,14,Friedrich-Alexander-Universität Erlangen-Nuremberg
NCT02548208,ClinicalTrials.gov,2197987,ESWT_DOMS,Sponsor’s ID,14,Goethe-Universität Frankfurt am Main
NCT02557113,ClinicalTrials.gov,2198670,Cavuplasty,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
NCT02643602,ClinicalTrials.gov,2205293,NaBicTheo,Sponsor’s ID,14,Technische Universität München
NCT02651766,ClinicalTrials.gov,2205919,09-3987-BO,Sponsor’s ID,14,Universität Duisburg-Essen
NCT02771652,ClinicalTrials.gov,2215102,1.01.1/09/007,Sponsor’s ID,14,University of Erlangen-Nürnberg
NCT02804412,ClinicalTrials.gov,2217614,NRZ-CIAT,Sponsor’s ID,14,Universität Leipzig
NCT02920164,ClinicalTrials.gov,2226493,BB 49/12,Sponsor’s ID,14,University Medicine Greifswald
NCT03063008,ClinicalTrials.gov,2237458,TiPEEK Cage,Sponsor’s ID,14,Johann Wolfgang Goethe University Hospital
DRKS00000005,DRKS,2428640,18452029,Sponsor’s ID,14,Universitätsklinikum HeidelbergStudienzentrum der Deutschen Gesellschaft für Chirurgie (SDGC)
DRKS00000005,DRKS,2428640,UKF001249,Sponsor’s ID,14,Universitätsklinikum HeidelbergStudienzentrum der Deutschen Gesellschaft für Chirurgie (SDGC)
DRKS00000041,DRKS,2423303,ISRCTN76120052,Trial registry ID,11,ISRCTN
DRKS00000053,DRKS,2428655,UKF001627,Sponsor’s ID,14,BMGBundesministerium für Gesundheit
DRKS00000058,DRKS,2428657,U1111-1115-1544,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000058,DRKS,2428657,05006,Sponsor’s ID,14,Rehabilitations-Forschungsnetzwerk der Deutschen Rentenversicherung Rheinland
